"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","uniprot","genename"
"ENSG00000166582",132.095734395092,-1.43546436725812,0.17118971481818,-8.38522553053329,5.0628593928117e-17,3.04805644327037e-16,"CENPV","201161","Q7Z7K6","centromere protein V"
"ENSG00000030582",4401.32401386712,0.404770143343494,0.0482839754674406,8.38311550415818,5.15448501020288e-17,3.10195182034994e-16,"GRN","2896","P28799","granulin precursor"
"ENSG00000031823",883.616935745458,-0.583649110514271,0.0696276317162544,-8.38243519315363,5.18437399662153e-17,3.11866546784523e-16,"RANBP3","8498","B7Z7F3","RAN binding protein 3"
"ENSG00000137054",441.668363724146,-0.820094840370029,0.0978650728449187,-8.37985214264937,5.29942332212151e-17,3.1865728650113e-16,"POLR1E","64425","B4E005","RNA polymerase I subunit E"
"ENSG00000053372",691.597771017374,-0.64251379451605,0.0766904009048592,-8.3780210682839,5.38250120010338e-17,3.23520810306377e-16,"MRTO4","51154","A0A024RAE1","MRT4 homolog, ribosome maturation factor"
"ENSG00000086065",1312.55087281674,0.510558722698166,0.0609448789711823,8.37738512762627,5.41165402362034e-17,3.25140468814172e-16,"CHMP5","51510","Q9NZZ3","charged multivesicular body protein 5"
"ENSG00000166173",1337.55525267777,-0.496292943561677,0.0592558576039937,-8.375424196514,5.50253113740767e-17,3.3046578607626e-16,"LARP6","55323","Q9BRS8","La ribonucleoprotein 6, translational regulator"
"ENSG00000106948",198.724496258078,-1.14361036287057,0.136583816648609,-8.37295655467554,5.61903256384397e-17,3.37325058761436e-16,"AKNA","80709","Q64FY1","AT-hook transcription factor"
"ENSG00000116667",195.649238636549,-1.14323662141889,0.13657191218799,-8.37094980295239,5.71556549094376e-17,3.42980473149549e-16,"C1orf21","81563","A0A024R926","chromosome 1 open reading frame 21"
"ENSG00000070366",869.140517630658,0.564478696358619,0.0674368321275222,8.37048061942169,5.73836999413264e-17,3.44208778891033e-16,"SMG6","23293","Q86US8","SMG6 nonsense mediated mRNA decay factor"
"ENSG00000164920",82.7487285662372,1.86380525506168,0.222753243256709,8.36712959960703,5.9038752200578e-17,3.53992322999235e-16,"OSR2","116039","Q8N2R0","odd-skipped related transciption factor 2"
"ENSG00000164056",77.7355220079741,2.05081062057116,0.245448433841593,8.35536242164293,6.52321217019696e-17,3.909682837103e-16,"SPRY1","10252","O43609","sprouty RTK signaling antagonist 1"
"ENSG00000188157",9128.439421961,0.389908792022775,0.0467163395511373,8.34630443585948,7.04321148757628e-17,4.21962808552436e-16,"AGRN","375790","O00468","agrin"
"ENSG00000100311",37.763050005029,3.53880768311662,0.42421340965126,8.34204577838741,7.30161747427985e-17,4.37266307744561e-16,"PDGFB","5155","P01127","platelet derived growth factor subunit B"
"ENSG00000162298",952.077213849832,0.565549972229814,0.0678127881944771,8.33987198119476,7.43710054712835e-17,4.45198975887805e-16,"SYVN1","84447","Q86TM6","synoviolin 1"
"ENSG00000107201",504.837262490317,0.777130046247418,0.0932039036796864,8.33795598216764,7.55856986299762e-17,4.52286653028254e-16,"RIGI","23586","O95786","RNA sensor RIG-I"
"ENSG00000112078",2167.18931212612,-0.42342475160221,0.0507978451784028,-8.33548647812,7.71801972689816e-17,4.61640319541498e-16,"KCTD20","222658","Q7Z5Y7","potassium channel tetramerization domain containing 20"
"ENSG00000162852",727.88039665662,-0.620150712392365,0.0744209758468453,-8.3330096835683,7.88127129848022e-17,4.71213697350919e-16,"CNST","163882","Q6PJW8","consortin, connexin sorting protein"
"ENSG00000120217",130.192873236647,-1.42211425041631,0.170736070044275,-8.3293134839494,8.13124923584485e-17,4.8596249488192e-16,"CD274","29126","Q0GN75","CD274 molecule"
"ENSG00000077782",4699.08501396401,0.350525833219724,0.0421078246203544,8.32448212131776,8.469821221207e-17,5.05991994966148e-16,"FGFR1","2260","A0A0S2Z3Q6","fibroblast growth factor receptor 1"
"ENSG00000130695",135.022822382968,-1.32780910729845,0.159627893961241,-8.31815213712496,8.93452841558374e-17,5.33537600441139e-16,"CEP85","64793","Q6P2H3","centrosomal protein 85"
"ENSG00000088836",73.1794028312979,2.16248038000539,0.260077882900447,8.31474155314142,9.1952433834854e-17,5.4888415142085e-16,"SLC4A11","83959","Q8NBS3","solute carrier family 4 member 11"
"ENSG00000124181",1765.31237145799,0.469385098677015,0.0564610632010405,8.31343003594669,9.29748445205361e-17,5.54762452851685e-16,"PLCG1","5335","P19174","phospholipase C gamma 1"
"ENSG00000167992",55.6714717701501,2.35171731537328,0.282900928569723,8.31286531035081,9.34185290415692e-17,5.57184249702407e-16,"VWCE","220001","Q96DN2","von Willebrand factor C and EGF domains"
"ENSG00000104218",330.517515145,0.904377678460075,0.108823023459918,8.31053622391933,9.5270576406864e-17,5.68000709985583e-16,"CSPP1","79848","Q1MSJ5","centrosome and spindle pole associated protein 1"
"ENSG00000188313",216.029382519661,1.05458314300298,0.126964311586708,8.3061383929355,9.88669172988872e-17,5.89203650283461e-16,"PLSCR1","5359","O15162","phospholipid scramblase 1"
"ENSG00000221968",644.153096756891,-0.700137745308032,0.0843495546566777,-8.30043203141682,1.03733471725801e-16,6.17956308122416e-16,"FADS3","3995","A0A024R564","fatty acid desaturase 3"
"ENSG00000168092",1782.95478081611,-0.49227633832831,0.059318450443809,-8.29887386884173,1.05102881265212e-16,6.25861116802702e-16,"PAFAH1B2","5049","P68402","platelet activating factor acetylhydrolase 1b catalytic subunit 2"
"ENSG00000006634",193.380689453805,-1.13191308771513,0.136439954231796,-8.29605297134689,1.07627558000402e-16,6.40636086352958e-16,"DBF4","10926","B4DXK0","DBF4 zinc finger"
"ENSG00000125148",15455.1271021479,0.389229728855499,0.0469274665368477,8.29428387210876,1.09241298578407e-16,6.4997911120249e-16,"MT2A","4502","P02795","metallothionein 2A"
"ENSG00000254858",222.186990604131,-1.07873135729407,0.130119078513501,-8.29033966131373,1.1292552519271e-16,6.71628890351154e-16,"MPV17L2","84769","A0A024R7K6","MPV17 mitochondrial inner membrane protein like 2"
"ENSG00000186432",2470.74229651176,-0.398979955376014,0.0481591314875739,-8.28461691587937,1.18489862343844e-16,7.04438721752148e-16,"KPNA4","3840","O00629","karyopherin subunit alpha 4"
"ENSG00000076685",647.999021962056,-0.629934451269788,0.0760408476777311,-8.28415871873909,1.18946890229909e-16,7.06870672664679e-16,"NT5C2","22978","A8K6K2","5'-nucleotidase, cytosolic II"
"ENSG00000178951",1083.19170107033,0.550942390410773,0.0665151695400984,8.282958522396,1.20152279491087e-16,7.13746189092963e-16,"ZBTB7A","51341","O95365","zinc finger and BTB domain containing 7A"
"ENSG00000111321",1396.74170207386,-0.504891813337853,0.0609594322390198,-8.28242315903124,1.20693836191572e-16,7.16674358497741e-16,"LTBR","4055","P36941","lymphotoxin beta receptor"
"ENSG00000088256",1368.89657516518,-0.507229629358277,0.0612553848932436,-8.28057207121107,1.22584951553858e-16,7.27610558196035e-16,"GNA11","2767","P29992","G protein subunit alpha 11"
"ENSG00000035499",53.6399081364249,-2.32435911200721,0.280737384860239,-8.27947839282025,1.23715978671116e-16,7.34028218057531e-16,"DEPDC1B","55789","Q8WUY9","DEP domain containing 1B"
"ENSG00000151552",236.837569933135,-0.99870318602224,0.120658510836853,-8.27710518798484,1.26205734634361e-16,7.48499041062861e-16,"QDPR","5860","A0A140VKA9","quinoid dihydropteridine reductase"
"ENSG00000115756",815.025652863509,0.682798970113958,0.0825039223466532,8.2759576841095,1.27427249131473e-16,7.55439580731957e-16,"HPCAL1","3241","O75544","hippocalcin like 1"
"ENSG00000157796",334.509231043885,0.861251904671566,0.104067689489486,8.27588186973803,1.27508362586443e-16,7.55616504945314e-16,"WDR19","57728","B4DGR6","WD repeat domain 19"
"ENSG00000064995",371.625614422979,0.815105232420351,0.098591613511981,8.26749054392236,1.36808089363267e-16,8.10400973085139e-16,"TAF11","6882","Q15544","TATA-box binding protein associated factor 11"
"ENSG00000120889",4323.85090535044,0.352433649750804,0.0426415699243264,8.26502519434083,1.39665243663728e-16,8.26993315032552e-16,"TNFRSF10B","8795","O14763","TNF receptor superfamily member 10b"
"ENSG00000175938",143.654517307306,1.39896352279866,0.169280554423618,8.26417143754033,1.40668333950582e-16,8.32598355728382e-16,"ORAI3","93129","A0A024QZA7","ORAI calcium release-activated calcium modulator 3"
"ENSG00000139269",34.6708234276748,-3.70718034609458,0.449139631735465,-8.25395953541247,1.53231254089057e-16,9.06592622546979e-16,"INHBE","83729","P58166","inhibin subunit beta E"
"ENSG00000146592",135.601315604769,-1.36613014221637,0.165551525409502,-8.25199368497003,1.55773656160207e-16,9.21264905493233e-16,"CREB5","9586","Q02930","cAMP responsive element binding protein 5"
"ENSG00000107738",124.453768319004,-1.49735140310886,0.181575299498193,-8.24644875843237,1.63171058677931e-16,9.64626980664e-16,"VSIR","64115","Q9H7M9","V-set immunoregulatory receptor"
"ENSG00000166181",1505.56321920281,-0.496016383307505,0.0601494554904179,-8.24639856276874,1.63239581173603e-16,9.6464512724e-16,"API5","8539","Q9BZZ5","apoptosis inhibitor 5"
"ENSG00000136859",1439.43070755408,0.523310369608479,0.0634760455981115,8.24421818778277,1.66243567202889e-16,9.82003083541552e-16,"ANGPTL2","23452","A0A024R868","angiopoietin like 2"
"ENSG00000164039",253.633626105824,1.01531407348333,0.123187109016988,8.24204806481265,1.69287529776254e-16,9.99583178622768e-16,"BDH2","56898","A0A024RDG9","3-hydroxybutyrate dehydrogenase 2"
"ENSG00000163655",912.512994098221,-0.564052245132095,0.0684542934845274,-8.23983736329973,1.72444902141232e-16,1.01781856938625e-15,"GMPS","8833","A0A140VJK6","guanine monophosphate synthase"
"ENSG00000154727",669.943631654973,0.637821400524277,0.0774811579402295,8.23195493562841,1.84182548261258e-16,1.08666228834044e-15,"GABPA","2551","A8IE48","GA binding protein transcription factor subunit alpha"
"ENSG00000177105",562.24907631962,-0.693474765201023,0.084297226156416,-8.22654311203859,1.9269374727368e-16,1.13642274802701e-15,"RHOG","391","P84095","ras homolog family member G"
"ENSG00000204520",1155.88956205018,0.519649843290344,0.0631697338664815,8.22624715166127,1.93170225695777e-16,1.13877711452174e-15,"MICA","100507436","Q29983","MHC class I polypeptide-related sequence A"
"ENSG00000242802",903.409420522123,0.56833330809156,0.0691061757923208,8.22405959489824,1.96728264918745e-16,1.15928875184824e-15,"AP5Z1","9907","O43299","adaptor related protein complex 5 subunit zeta 1"
"ENSG00000127914",1438.04935556944,0.609925345538681,0.0741895173682472,8.22117958405437,2.01511253924085e-16,1.18699954449767e-15,"AKAP9","10142","Q5GIA7","A-kinase anchoring protein 9"
"ENSG00000140450",548.803192051017,-0.69749147845633,0.084876261199701,-8.21774508675916,2.07365152022681e-16,1.22099385158221e-15,"ARRDC4","91947","A0A024RC80","arrestin domain containing 4"
"ENSG00000139433",806.289385778522,-0.585000131420284,0.0712157083149978,-8.21448168194495,2.1308262003701e-16,1.25415800882805e-15,"GLTP","51228","A0A024RBI7","glycolipid transfer protein"
"ENSG00000145919",1025.57806411176,0.532086778599102,0.0648069375137073,8.2103367172158,2.20569068054055e-16,1.29770336326573e-15,"BOD1","91272","Q96IK1","biorientation of chromosomes in cell division 1"
"ENSG00000131724",1911.22799075447,0.442361267340595,0.0538813293428815,8.20991747485601,2.21340571577717e-16,1.30172280283814e-15,"IL13RA1","3597","P78552","interleukin 13 receptor subunit alpha 1"
"ENSG00000181830",1244.83095257809,0.513050796447915,0.062508123355064,8.20774595221232,2.25379452424847e-16,1.32494709606597e-15,"SLC35C1","55343","Q96A29","solute carrier family 35 member C1"
"ENSG00000128602",814.165147205335,0.588623356577176,0.0717473767772525,8.2041097949075,2.32305732565017e-16,1.3651203694351e-15,"SMO","6608","Q99835","smoothened, frizzled class receptor"
"ENSG00000170153",312.344122629072,-0.920994815376063,0.112284551038278,-8.20232887658871,2.35774222106455e-16,1.38495037281983e-15,"RNF150","57484","Q9ULK6","ring finger protein 150"
"ENSG00000148120",278.427812811192,-0.917558512742253,0.111896882215673,-8.20003644939567,2.4031415477344e-16,1.41105578209202e-15,"AOPEP","84909","Q8N6M6","aminopeptidase O (putative)"
"ENSG00000074590",508.044293289924,-0.727214874661228,0.0886949194032856,-8.19905897151409,2.42276061335377e-16,1.42200899719665e-15,"NUAK1","9891","A0A024RBL3","NUAK family kinase 1"
"ENSG00000120437",308.285715335448,-0.883522392876075,0.107797898456571,-8.19610034635341,2.4831107272995e-16,1.45685055330175e-15,"ACAT2","39","Q9BWD1","acetyl-CoA acetyltransferase 2"
"ENSG00000214753",651.789065922467,-0.619824619955237,0.0756433977722643,-8.19403461781702,2.52612359616112e-16,1.48149660008844e-15,"HNRNPUL2","221092","Q1KMD3","heterogeneous nuclear ribonucleoprotein U like 2"
"ENSG00000144713",6206.97844387565,-0.322494280011469,0.0393652477831113,-8.19235996654458,2.56153174108457e-16,1.50166486873924e-15,"RPL32","6161","A0A024R2G7","ribosomal protein L32"
"ENSG00000050165",19741.0678615196,0.301713131446604,0.0368400545406599,8.18981229014217,2.61633906087963e-16,1.53318509261407e-15,"DKK3","27122","Q9UBP4","dickkopf WNT signaling pathway inhibitor 3"
"ENSG00000119042",239.04445937625,-0.988039790357402,0.120668308543166,-8.18806364559224,2.6546243978324e-16,1.55500216117861e-15,"SATB2","23314","A0A024R3U6","SATB homeobox 2"
"ENSG00000129925",2332.8649248387,0.428961984953875,0.0523948064446174,8.18710887704677,2.6757609087761e-16,1.56676059886937e-15,"PGAP6","58986","Q9HCN3","post-GPI attachment to proteins 6"
"ENSG00000180891",638.798013833243,-0.683284287847606,0.0834610725696112,-8.1868620520987,2.68125201041611e-16,1.56935234827294e-15,"CUEDC1","404093","Q9NWM3","CUE domain containing 1"
"ENSG00000174839",283.331998459571,0.962672696212445,0.117605798568557,8.18558870336025,2.70975707738245e-16,1.58540689981987e-15,"DENND6A","201627","Q8IWF6","DENN domain containing 6A"
"ENSG00000146247",1094.90516231246,0.517384872567058,0.0632250142165849,8.18323062442808,2.76333579477448e-16,1.61611281521374e-15,"PHIP","55023","Q8WWQ0","pleckstrin homology domain interacting protein"
"ENSG00000197785",708.708441641375,-0.664367837986058,0.0811918784372537,-8.18268835225301,2.77580386150416e-16,1.62276070253266e-15,"ATAD3A","55210","Q9NVI7","ATPase family AAA domain containing 3A"
"ENSG00000128016",324.967830886991,0.917382192138082,0.112196988173691,8.17653135855919,2.92131522182755e-16,1.70715082233523e-15,"ZFP36","7538","M0QY76","ZFP36 ring finger protein"
"ENSG00000196639",252.575118263415,-1.06831129082924,0.130678300155364,-8.17512386952629,2.95562067314347e-16,1.72651357434754e-15,"HRH1","3269","P35367","histamine receptor H1"
"ENSG00000160584",724.465420918311,0.622092472123676,0.0761247522729634,8.17201309099853,3.0328561459289e-16,1.77092844210381e-15,"SIK3","23387","A1A5A9","SIK family kinase 3"
"ENSG00000160685",405.921295938792,-0.770055294977674,0.0942494260868107,-8.17039770903641,3.07374468801587e-16,1.79409303809814e-15,"ZBTB7B","51043","O15156","zinc finger and BTB domain containing 7B"
"ENSG00000198355",530.293831588468,0.782418976686244,0.0957859466065175,8.16841096638498,3.1247787743786e-16,1.82315873225621e-15,"PIM3","415116","Q86V86","Pim-3 proto-oncogene, serine/threonine kinase"
"ENSG00000198646",743.850564669776,-0.639575805942741,0.0783102688126182,-8.16720227934763,3.15623435143887e-16,1.84078282039992e-15,"NCOA6","23054","F6M2K2","nuclear receptor coactivator 6"
"ENSG00000119685",280.442663960765,-0.932356445122345,0.114177077734537,-8.16588113500403,3.19097364665707e-16,1.86030734194746e-15,"TTLL5","23093","Q6EMB2","tubulin tyrosine ligase like 5"
"ENSG00000142459",712.479465955641,-0.597030183233283,0.0731429944774491,-8.16250671029548,3.28142344064594e-16,1.9122822723701e-15,"EVI5L","115704","Q96CN4","ecotropic viral integration site 5 like"
"ENSG00000248905",1239.53782051825,-1.17858773502001,0.144393869001416,-8.16231148296507,3.28673305128515e-16,1.91461943517157e-15,"FMN1","342184","Q68DA7","formin 1"
"ENSG00000175582",2823.22187041165,0.37929510198058,0.0464776657185113,8.16080360570933,3.32802916708746e-16,1.93790967461616e-15,"RAB6A","5870","P20340","RAB6A, member RAS oncogene family"
"ENSG00000183963",2224.45487539845,-0.476342639542317,0.0583760382702198,-8.15990008327305,3.35301844668356e-16,1.95168980518255e-15,"SMTN","6525","A0A087X1R1","smoothelin"
"ENSG00000109452",246.454636517739,1.00376423676907,0.123043662487084,8.15778900335023,3.41212901905481e-16,1.98531217855625e-15,"INPP4B","8821","O15327","inositol polyphosphate-4-phosphatase type II B"
"ENSG00000276023",951.671811148725,-0.588003422250025,0.0720902089498223,-8.15649490847363,3.44887040410619e-16,2.00589786960209e-15,"DUSP14","11072","O95147","dual specificity phosphatase 14"
"ENSG00000107937",1316.38120602036,-0.513893602294009,0.0630113321882488,-8.15557431413658,3.47524460674277e-16,2.0204400400069e-15,"GTPBP4","23560","D2CFK9","GTP binding protein 4"
"ENSG00000134369",5412.97883261744,0.385776770741088,0.0473182215243368,8.15281636362166,3.55545298012247e-16,2.06625654657117e-15,"NAV1","89796","Q8NEY1","neuron navigator 1"
"ENSG00000049239",1601.45954658721,-0.444676869370201,0.0545653741600521,-8.14943315637986,3.65634068508686e-16,2.12405002037091e-15,"H6PD","9563","R4GMU1","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"ENSG00000162430",3488.25103092595,0.395447610874508,0.0485527288156515,8.1447041293183,3.80210438290916e-16,2.20785714717554e-15,"SELENON","57190","Q9NZV5","selenoprotein N"
"ENSG00000140740",1713.38510259456,-0.439364990887993,0.0539677027208475,-8.14125798833139,3.91191829661243e-16,2.27073067567838e-15,"UQCRC2","7385","P22695","ubiquinol-cytochrome c reductase core protein 2"
"ENSG00000196072",648.086324026136,-0.679635931627525,0.0834864266775567,-8.14067578017719,3.93077696953344e-16,2.2807791723222e-15,"BLOC1S2","282991","Q6QNY1","biogenesis of lysosomal organelles complex 1 subunit 2"
"ENSG00000069275",4925.0593030549,-0.365996117749153,0.0449605381237222,-8.14038561420255,3.94020934674267e-16,2.28535243417133e-15,"NUCKS1","64710","Q9H1E3","nuclear casein kinase and cyclin dependent kinase substrate 1"
"ENSG00000162923",3368.66218490982,0.36440248527384,0.044767533358822,8.13988303427555,3.95659943570831e-16,2.29395603790201e-15,"WDR26","80232","Q9H7D7","WD repeat domain 26"
"ENSG00000176407",978.677098425673,-0.531923629575622,0.065438845038175,-8.12856078473443,4.34417270874619e-16,2.51767272440037e-15,"KCMF1","56888","Q9P0J7","potassium channel modulatory factor 1"
"ENSG00000095564",1012.81438630068,0.533242403251646,0.0656092695602859,8.12754671444208,4.38065825793832e-16,2.5378200238009e-15,"BTAF1","9044","O14981","B-TFIID TATA-box binding protein associated factor 1"
"ENSG00000003402",964.677821439405,0.546422720419268,0.067278349246785,8.12182115846696,4.59239718868578e-16,2.6594400694244e-15,"CFLAR","8837","A0A024R3Z7","CASP8 and FADD like apoptosis regulator"
"ENSG00000177058",309.201053549338,0.887863171105322,0.109328617130161,8.1210500453717,4.62167393023048e-16,2.67534290588126e-15,"SLC38A9","153129","Q8NBW4","solute carrier family 38 member 9"
"ENSG00000073969",1019.19647186602,-0.553844317272868,0.068234342721624,-8.11679713150297,4.78647898765116e-16,2.76965556811947e-15,"NSF","4905","P46459","N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"ENSG00000168005",571.359520836088,0.711973464768556,0.0877265428994874,8.11582721986775,4.82486759385818e-16,2.79077310040353e-15,"SPINDOC","144097","Q9BUA3","spindlin interactor and repressor of chromatin binding"
"ENSG00000063660",9884.36242507103,0.354005114416083,0.0436347407543647,8.11291893330828,4.94180418956032e-16,2.85728953102158e-15,"GPC1","2817","P35052","glypican 1"
"ENSG00000110330",2075.73956812202,0.469490604715372,0.057947310380321,8.10202581679807,5.40514694605782e-16,3.12396296827452e-15,"BIRC2","329","Q13490","baculoviral IAP repeat containing 2"
"ENSG00000118292",219.709147578939,1.04869292050355,0.129469075090097,8.09994911737619,5.49821794154311e-16,3.17650866414984e-15,"C1orf54","79630","Q8WWF1","chromosome 1 open reading frame 54"
"ENSG00000163545",295.071463812346,-0.951894517970946,0.117536121812675,-8.09874022802999,5.55312182306108e-16,3.20697137258128e-15,"NUAK2","81788","B4E0Y5","NUAK family kinase 2"
"ENSG00000100522",842.22372596345,-0.571546129563077,0.0705769383159966,-8.09819954223679,5.57785255613003e-16,3.2199918124655e-15,"GNPNAT1","64841","A0A024R649","glucosamine-phosphate N-acetyltransferase 1"
"ENSG00000181274",110.566500107895,1.47078807887104,0.181662703661216,8.09625778560429,5.66756570133072e-16,3.27050052099499e-15,"FRAT2","23401","O75474","FRAT regulator of WNT signaling pathway 2"
"ENSG00000143862",675.598795849759,0.635977051818219,0.0785715073903034,8.09424526704072,5.76204864642354e-16,3.32372105483327e-15,"ARL8A","127829","A0A087X2J2","ADP ribosylation factor like GTPase 8A"
"ENSG00000231500",11934.3442920573,-0.317537384766272,0.0392302517687478,-8.09419696406927,5.76433532464989e-16,3.32373920245266e-15,"RPS18","6222","P62269","ribosomal protein S18"
"ENSG00000160072",423.792449298593,-0.791803457110143,0.097859214132181,-8.09125092748684,5.90550517274007e-16,3.40380661853121e-15,"ATAD3B","83858","Q5T9A4","ATPase family AAA domain containing 3B"
"ENSG00000072133",310.316957434547,0.911039696114893,0.11267284785027,8.08570754620107,6.18043313082628e-16,3.56087660211563e-15,"RPS6KA6","27330","Q9UK32","ribosomal protein S6 kinase A6"
"ENSG00000119969",136.484017510997,-1.34095011436928,0.165884595062228,-8.0836325631458,6.28655516765098e-16,3.62060375384291e-15,"HELLS","3070","A0A0B4J1V9","helicase, lymphoid specific"
"ENSG00000124155",2139.08399957325,0.429650764995962,0.053168741002659,8.0808903294226,6.42956137851919e-16,3.70151857799281e-15,"PIGT","51604","Q969N2","phosphatidylinositol glycan anchor biosynthesis class T"
"ENSG00000173264",524.651424657508,0.698481591418838,0.0864437565687417,8.08018553501191,6.46683089329547e-16,3.72152103496246e-15,"GPR137","56834","Q96N19","G protein-coupled receptor 137"
"ENSG00000144366",638.021237192912,0.660893579831163,0.0817974447289327,8.07963600845097,6.49603746478047e-16,3.73686963918558e-15,"GULP1","51454","Q9UBP9","GULP PTB domain containing engulfment adaptor 1"
"ENSG00000112852",50.949124547636,2.45351155593804,0.303736915381823,8.07775226417168,6.59714570184718e-16,3.7935518280852e-15,"PCDHB2","56133","Q4KMG6","protocadherin beta 2"
"ENSG00000143367",361.798834423048,-0.882868809323245,0.109343615981201,-8.07426022452955,6.78869598067633e-16,3.90217634021871e-15,"TUFT1","7286","Q9NNX1","tuftelin 1"
"ENSG00000164754",2051.55609187451,-0.420884016607439,0.0521278171891758,-8.07407713006703,6.79888914406495e-16,3.90651182086664e-15,"RAD21","5885","A0A024R9J0","RAD21 cohesin complex component"
"ENSG00000088888",2403.61060801318,-0.418227596267383,0.051841669345248,-8.06740217955036,7.18096979048395e-16,4.12444009244554e-15,"MAVS","57506","Q7Z434","mitochondrial antiviral signaling protein"
"ENSG00000144840",213.76707314885,-1.08006597236992,0.133905487969174,-8.06588280099887,7.27085354047921e-16,4.17443862405854e-15,"RABL3","285282","Q5HYI8","RAB, member of RAS oncogene family like 3"
"ENSG00000120686",2023.21092524529,0.437415168800805,0.0542454792008924,8.06362438390275,7.40650959336189e-16,4.25066738267008e-15,"UFM1","51569","P61960","ubiquitin fold modifier 1"
"ENSG00000071282",166.652902074368,-1.18154492485028,0.14655690700429,-8.06202142909372,7.50430416385688e-16,4.30511618399855e-15,"LMCD1","29995","Q9NZU5","LIM and cysteine rich domains 1"
"ENSG00000144445",131.383992480882,1.40696820673824,0.174553911746539,8.06036480454949,7.60670986061399e-16,4.36216692318012e-15,"KANSL1L","151050","A0AUZ9","KAT8 regulatory NSL complex subunit 1 like"
"ENSG00000160957",185.177124942723,-1.12839939691928,0.140113981047916,-8.05343898217689,8.04995395025967e-16,4.61455547720447e-15,"RECQL4","9401","O94761","RecQ like helicase 4"
"ENSG00000185404",269.584228604384,-0.938827617793343,0.1166271597207,-8.04981978504544,8.29160368967177e-16,4.75123076121238e-15,"SP140L","93349","U5Y3L1","SP140 nuclear body protein like"
"ENSG00000163291",545.548992652347,0.742518080364323,0.0922764545194308,8.04666893880247,8.50779180363212e-16,4.87321553058415e-15,"PAQR3","152559","Q6TCH7","progestin and adipoQ receptor family member 3"
"ENSG00000110046",718.716294747929,0.673964245102701,0.0837739386328039,8.04503472203696,8.62209734335609e-16,4.93677042138237e-15,"ATG2A","23130","Q2TAZ0","autophagy related 2A"
"ENSG00000161638",15748.0145777201,-0.327581650116375,0.0407312812837073,-8.04250786599755,8.80182355117831e-16,5.03771943678703e-15,"ITGA5","3678","B2R627","integrin subunit alpha 5"
"ENSG00000065413",235.571887340228,0.980853802338164,0.121985128703454,8.04076540118769,8.92790384853721e-16,5.10789778415145e-15,"ANKRD44","91526","Q8N8A2","ankyrin repeat domain 44"
"ENSG00000242247",1223.64864947423,-0.524528496069717,0.0652476065568611,-8.03904577883034,9.0540753034717e-16,5.17807379986674e-15,"ARFGAP3","26286","Q9NP61","ADP ribosylation factor GTPase activating protein 3"
"ENSG00000175899",287.430077187106,0.899044291980532,0.111842514903979,8.03848422715098,9.09565650228672e-16,5.19983652174948e-15,"A2M","2","P01023","alpha-2-macroglobulin"
"ENSG00000198715",636.990570352512,0.635597119458454,0.0790945471524762,8.03591577853235,9.28825308178159e-16,5.30788188907705e-15,"GLMP","112770","A0A087WV34","glycosylated lysosomal membrane protein"
"ENSG00000084092",464.900849464893,0.754589748026569,0.0939817535778539,8.02910904829491,9.81830596769969e-16,5.60861214542473e-15,"NOA1","84273","Q8NC60","nitric oxide associated 1"
"ENSG00000169230",890.861235570296,-0.553292621217151,0.0689165852195872,-8.02843930026725,9.87204342219896e-16,5.63712421372988e-15,"PRELID1","27166","Q9Y255","PRELI domain containing 1"
"ENSG00000178035",1461.43235803224,-0.461837793792773,0.0575306824596489,-8.0276779980265,9.93347868561938e-16,5.67000808941357e-15,"IMPDH2","3615","P12268","inosine monophosphate dehydrogenase 2"
"ENSG00000100284",808.131941527458,0.561912374996853,0.0700132763391782,8.02579745410966,1.00868529754093e-15,5.7553247832591e-15,"TOM1","10043","B3KUF5","target of myb1 membrane trafficking protein"
"ENSG00000154174",1377.85918604475,-0.466947136309845,0.0581927491321629,-8.02414636313797,1.02234351621371e-15,5.83099796515389e-15,"TOMM70","9868","O94826","translocase of outer mitochondrial membrane 70"
"ENSG00000144224",2423.37998564492,0.430158520343371,0.0536233368745529,8.02185289866778,1.04161836231621e-15,5.93863498019971e-15,"UBXN4","23190","Q92575","UBX domain protein 4"
"ENSG00000005483",1207.58638822184,0.517862335301704,0.0645730784268709,8.01978700594526,1.05928684468702e-15,6.03703384261301e-15,"KMT2E","55904","Q8IZD2","lysine methyltransferase 2E (inactive)"
"ENSG00000115464",1907.80782118233,-0.484599143955621,0.0604277000724667,-8.01948681439928,1.06187867075548e-15,6.04946573235187e-15,"USP34","9736","Q70CQ2","ubiquitin specific peptidase 34"
"ENSG00000080546",376.458797716447,0.796178025540448,0.0992861630230447,8.0190230068177,1.06589543008832e-15,6.07000264630668e-15,"SESN1","27244","Q9Y6P5","sestrin 1"
"ENSG00000111737",981.357753676739,-0.54211466777876,0.0676394185054897,-8.01477422125918,1.10339517496277e-15,6.28112711031338e-15,"RAB35","11021","Q15286","RAB35, member RAS oncogene family"
"ENSG00000114439",1032.75203493786,-0.600922376121306,0.0749869626768741,-8.01369137606943,1.113158338373e-15,6.33425775712016e-15,"BBX","56987","A8K6U2","BBX high mobility group box domain containing"
